"","","","Indicator Code","Indicator Name","Indicator Type","Indicator Subtype","Region","Country","City","Indicator Currency","Indicator Frequency","Source","Source link","Secondary link","Unit","Value Type","Relevence"
"","","","SAFZAXX07Ya494","Exports to Honduras - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya493","Exports to Honduras - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya492","Exports to Honduras - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya491","Exports to Honduras - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya490","Exports to Honduras - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya489","Exports to Honduras - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya488","Exports to Haiti - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya487","Exports to Haiti - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya486","Exports to Haiti - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya485","Exports to Haiti - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya484","Exports to Haiti - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya483","Exports to Haiti - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya482","Exports to Haiti - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya481","Exports to Haiti - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya480","Exports to Haiti - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya479","Exports to Haiti - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya478","Exports to Haiti - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya477","Exports to Haiti - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya476","Exports to Haiti - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya475","Exports to Haiti - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya474","Exports to Haiti - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya473","Exports to Haiti - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya472","Exports to Haiti - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya471","Exports to Haiti - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya470","Exports to Haiti - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya469","Exports to Haiti - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya468","Exports to Haiti - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya467","Exports to Haiti - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya466","Exports to Guyana - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya465","Exports to Guyana - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya464","Exports to Guyana - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya463","Exports to Guyana - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya462","Exports to Guyana - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya461","Exports to Guyana - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya460","Exports to Guyana - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya459","Exports to Guyana - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya458","Exports to Guyana - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya457","Exports to Guyana - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya456","Exports to Guyana - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya455","Exports to Guyana - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya454","Exports to Guyana - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya453","Exports to Guyana - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya452","Exports to Guyana - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya451","Exports to Guyana - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya450","Exports to Guyana - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya449","Exports to Guyana - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya448","Exports to Guyana - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya447","Exports to Guyana - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya446","Exports to Guyana - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya445","Exports to Guyana - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya444","Exports to Guatemala - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya443","Exports to Guatemala - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya442","Exports to Guatemala - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya441","Exports to Guatemala - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya440","Exports to Guatemala - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya439","Exports to Guatemala - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya438","Exports to Guatemala - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya437","Exports to Guatemala - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya436","Exports to Guatemala - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya435","Exports to Guatemala - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya434","Exports to Guatemala - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya433","Exports to Guatemala - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya432","Exports to Guatemala - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya431","Exports to Guatemala - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya430","Exports to Guatemala - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya429","Exports to Guatemala - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya428","Exports to Guatemala - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya427","Exports to Guatemala - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya426","Exports to Guatemala - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya425","Exports to Guatemala - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya424","Exports to Guatemala - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya423","Exports to Guatemala - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya422","Exports to Guadeloupe - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya421","Exports to Guadeloupe - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya420","Exports to Guadeloupe - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya419","Exports to Guadeloupe - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya418","Exports to Guadeloupe - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya417","Exports to Guadeloupe - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya416","Exports to Guadeloupe - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya415","Exports to Guadeloupe - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya414","Exports to Guadeloupe - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya413","Exports to Guadeloupe - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ya412","Exports to Guadeloupe - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
