"","","","Indicator Code","Indicator Name","Indicator Type","Indicator Subtype","Region","Country","City","Indicator Currency","Indicator Frequency","Source","Source link","Secondary link","Unit","Value Type","Relevence"
"","","","SAFZAXX07Ye661","Imports from Latvia - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye660","Imports from Latvia - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye659","Imports from Latvia - Prepared foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye658","Imports from Latvia - Animal or vegetable fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye657","Imports from Latvia - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye656","Imports from Latvia - Live animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye655","Imports from Jersey - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye654","Imports from Jersey - Other unclassified goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye653","Imports from Jersey - Works of art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye652","Imports from Jersey - Toys & Sport apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye651","Imports from Jersey - Photographic & medical equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye650","Imports from Jersey - Vehicles aircraft & vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye649","Imports from Jersey - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye648","Imports from Jersey - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye647","Imports from Jersey - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye646","Imports from Jersey - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye645","Imports from Jersey - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye644","Imports from Jersey - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye643","Imports from Jersey - Wood pulp & paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye642","Imports from Jersey - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye641","Imports from Jersey - Raw hides & leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye640","Imports from Jersey - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye639","Imports from Jersey - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye638","Imports from Jersey - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye637","Imports from Jersey - Prepared foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye636","Imports from Jersey - Animal or vegetable fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye635","Imports from Jersey - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye634","Imports from Jersey - Live animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye633","Imports from Italy - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye632","Imports from Italy - Other unclassified goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye631","Imports from Italy - Works of art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye630","Imports from Italy - Toys & Sport apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye629","Imports from Italy - Photographic & medical equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye628","Imports from Italy - Vehicles aircraft & vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye627","Imports from Italy - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye626","Imports from Italy - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye625","Imports from Italy - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye624","Imports from Italy - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye623","Imports from Italy - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye622","Imports from Italy - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye621","Imports from Italy - Wood pulp & paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye620","Imports from Italy - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye619","Imports from Italy - Raw hides & leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye618","Imports from Italy - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye617","Imports from Italy - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye616","Imports from Italy - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye615","Imports from Italy - Prepared foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye614","Imports from Italy - Animal or vegetable fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye613","Imports from Italy - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye612","Imports from Italy - Live animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye611","Imports from Isle Of Man - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye610","Imports from Isle Of Man - Other unclassified goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye609","Imports from Isle Of Man - Works of art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye608","Imports from Isle Of Man - Toys & Sport apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye607","Imports from Isle Of Man - Photographic & medical equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye606","Imports from Isle Of Man - Vehicles aircraft & vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye605","Imports from Isle Of Man - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye604","Imports from Isle Of Man - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye603","Imports from Isle Of Man - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye602","Imports from Isle Of Man - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye601","Imports from Isle Of Man - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye600","Imports from Isle Of Man - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye599","Imports from Isle Of Man - Wood pulp & paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye598","Imports from Isle Of Man - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye597","Imports from Isle Of Man - Raw hides & leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye596","Imports from Isle Of Man - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye595","Imports from Isle Of Man - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye594","Imports from Isle Of Man - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye593","Imports from Isle Of Man - Prepared foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye592","Imports from Isle Of Man - Animal or vegetable fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye591","Imports from Isle Of Man - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye590","Imports from Isle Of Man - Live animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye589","Imports from Ireland - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye588","Imports from Ireland - Other unclassified goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye587","Imports from Ireland - Works of art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye586","Imports from Ireland - Toys & Sport apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye585","Imports from Ireland - Photographic & medical equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye584","Imports from Ireland - Vehicles aircraft & vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye583","Imports from Ireland - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye582","Imports from Ireland - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye581","Imports from Ireland - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye580","Imports from Ireland - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye579","Imports from Ireland - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye578","Imports from Ireland - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
